0.00860080519,3.77961122,1.57137748,0.618330033,0.000896079704
0.0117123354,3.92450024,1.49795434,0.70161676,0.00102591421
0.0213968301,3.04773963,1.51355364,0.704784305,0.000730730526
0.0081998202,1.75648982,1.34266323,0.59614406,0.470549483
0.0147061564,4.45379561,1.26630097,0.616070621,0.0029582291
0.0161784304,5.05951986,1.35543288,0.433195182,0.00208398671
0.0198914079,4.37912515,1.54255386,0.620273766,0.00172880807
0.00466129458,0.795247535,2.48951699,0.779436459,0.000930011697
0.0406142272,3.53832751,1.45208182,0.482340421,0.00143057964
0.0145202252,2.9114145,1.71212543,0.526635456,0.00180819786
0.000487301562,1.53928255,2.0527625,0.543583021,0.000732581153
0.000384756688,1.19695779,2.17081132,0.594131888,0.000562934409
0.0249117646,3.04347245,1.7141095,0.503220171,0.00194636101
0.0134976546,2.19795054,2.03152481,0.599781431,0.00103668641
0.0106312804,2.61752744,1.75318562,0.577294699,0.00472981853
0.0153843087,3.89081217,1.50458564,0.481138303,0.00174072828
0.020638714,5.2709123,2.16751559,0.543354035,0.00284812033
0.00807545258,4.44257799,2.07341048,0.544090596,0.00265635857
0.00482183345,4.04118457,1.59151514,0.429670539,0.0014228552
0.0109117503,5.9628163,1.38247006,0.65382682,0.000885298331
0.00586366069,4.83269351,2.25798833,0.764671395,0.00179437955
0.0273590317,5.04154041,2.05971522,0.748213011,0.00110167327
0.018332875,3.7384975,1.72283228,0.726353833,0.00113430582
0.0179121848,5.38689854,1.49288883,0.729483345,0.0015500746
0.0278445853,3.98642924,2.5798358,0.743140007,0.00231901237
0.00901460559,3.1855496,2.72042818,0.589267359,0.000914098296
0.00887814953,5.37591049,2.39172665,0.448335364,0.00269173712
0.0176732617,5.63258291,2.38355089,0.568003389,0.950586348
0.00640642332,2.94959499,2.72511491,0.967054191,0.00446525745
0.0371400213,3.84160982,2.24519626,0.8928725,0.00127060367
0.0219488085,6.15945338,2.26410373,0.881552839,0.00108571737
0.0273233811,4.10665727,2.3013089,0.647952222,0.00370810497
0.0148104919,4.98660649,1.50967193,0.452029151,0.0169142383
0.0225909738,4.32350059,2.17695464,0.753512021,0.00149659978
0.0110860392,3.37275138,2.07868491,0.805688823,0.00147190053
0.00541971004,3.47295815,2.19417182,0.953663814,0.00212503924
0.0249861788,3.69179092,2.35847772,0.635395677,0.0019856778
0.00949247935,5.21392127,2.25756192,0.607221573,0.00169980837
0.00942877436,4.89918525,2.53960146,0.669959965,0.00172126948
0.0071454939,3.16862427,2.26021353,0.825291779,1.35260152
